id,label,kingdom,gbifkey,occupancy,alien
Mentha suaveolens,Mentha suaveolens,Plantae,2927190,530,False
Menyanthes trifoliata,Menyanthes trifoliata,Plantae,5341511,1032,False
Mirabilis jalapa,Mirabilis jalapa,Plantae,3086240,49,True
Morus alba,Morus alba,Plantae,5361889,8,True
Muscari armeniacum,Muscari armeniacum,Plantae,8152187,92,True
Myosotis sylvatica,Myosotis sylvatica,Plantae,5341175,1214,False
Nemophila maculata,Nemophila maculata,Plantae,2928034,7,True
Nemophila menziesii,Nemophila menziesii,Plantae,2928026,10,False
Nepeta cataria,Nepeta cataria,Plantae,5341499,49,False
Nerium oleander,Nerium oleander,Plantae,3169756,8,False
Nicandra physalodes,Nicandra physalodes,Plantae,5341754,595,True
Nigella damascena,Nigella damascena,Plantae,5371702,218,True
Nuphar lutea,Nuphar lutea,Plantae,7551339,1633,False
Nymphaea alba,Nymphaea alba,Plantae,2882437,1029,False
Nymphoides peltata,Nymphoides peltata,Plantae,8810827,460,False
Ocimum basilicum,Ocimum basilicum,Plantae,2927096,6,True
Odontites vernus,Odontites vernus,Plantae,8971475,1134,False
Oenanthe crocata,Oenanthe crocata,Plantae,6027319,38,False
Oenanthe pimpinelloides,Oenanthe pimpinelloides,Plantae,5371889,9,True
Oenanthe silaifolia,Oenanthe silaifolia,Plantae,6027222,118,False
Oenothera elata,Oenothera elata,Plantae,3188829,7,True
Oenothera glazioviana,Oenothera glazioviana,Plantae,3188894,1419,True
Oenothera speciosa,Oenothera speciosa,Plantae,3188859,6,True
Onobrychis viciifolia,Onobrychis viciifolia,Plantae,2972595,230,True
Ononis spinosa,Ononis spinosa,Plantae,2977149,1223,False
Origanum vulgare,Origanum vulgare,Plantae,2926612,2223,False
Ornithogalum umbellatum,Ornithogalum umbellatum,Plantae,2773448,2583,False
Oxalis articulata,Oxalis articulata,Plantae,2891664,17,True
Oxalis debilis,Oxalis debilis,Plantae,2891707,143,True
Oxalis dillenii,Oxalis dillenii,Plantae,2891677,11,True
Oxalis latifolia,Oxalis latifolia,Plantae,2891755,44,True
Papaver orientale,Papaver orientale,Plantae,2888437,30,False
Papaver rhoeas,Papaver rhoeas,Plantae,2888443,4530,False
Papaver somniferum,Papaver somniferum,Plantae,2888439,759,False
Parthenocissus quinquefolia,Parthenocissus quinquefolia,Plantae,3039194,122,True
Passiflora caerulea,Passiflora caerulea,Plantae,2874199,35,True
Pentaglottis sempervirens,Pentaglottis sempervirens,Plantae,2926130,500,True
Persicaria amphibia,Persicaria amphibia,Plantae,6391648,4923,False
Persicaria capitata,Persicaria capitata,Plantae,2889304,15,True
Persicaria lapathifolia,Persicaria lapathifolia,Plantae,2889262,3866,False
Persicaria maculosa,Persicaria maculosa,Plantae,6391194,5552,False
Petroselinum crispum,Petroselinum crispum,Plantae,7828157,68,False
Phacelia tanacetifolia,Phacelia tanacetifolia,Plantae,2928226,781,True
Phoenix dactylifera,Phoenix dactylifera,Plantae,6109699,17,True
Physalis philadelphica,Physalis philadelphica,Plantae,8969026,6,True
Physostegia virginiana,Physostegia virginiana,Plantae,2926572,23,True
Pieris japonica,Pieris japonica,Plantae,2882631,9,True
Pilosella officinarum,Pilosella officinarum,Plantae,9458333,3534,False
Pisum sativum,Pisum sativum,Plantae,5347845,115,False
Plantago lagopus,Plantago lagopus,Plantae,8022932,6,True
Plantago lanceolata,Plantago lanceolata,Plantae,8208358,9400,False
Platycodon grandiflorus,Platycodon grandiflorus,Plantae,3164340,8,True
Pontederia cordata,Pontederia cordata,Plantae,2766030,120,True
Potentilla recta,Potentilla recta,Plantae,5367294,463,False
Prunella vulgaris,Prunella vulgaris,Plantae,5341297,5642,False
Prunus laurocerasus,Prunus laurocerasus,Plantae,3021496,1269,True
Prunus persica,Prunus persica,Plantae,8149923,84,False
Prunus serotina,Prunus serotina,Plantae,3021850,5680,True
Prunus serrulata,Prunus serrulata,Plantae,3022609,24,False
Prunus spinosa,Prunus spinosa,Plantae,3023221,5074,False
Pulicaria dysenterica,Pulicaria dysenterica,Plantae,3095609,4979,False
Pulmonaria officinalis,Pulmonaria officinalis,Plantae,5341204,536,True
Pulsatilla vulgaris,Pulsatilla vulgaris,Plantae,3033621,7,False
Quercus ilex,Quercus ilex,Plantae,2879098,53,True
Raphanus sativus,Raphanus sativus,Plantae,7678610,292,True
Rapistrum rugosum,Rapistrum rugosum,Plantae,5373368,437,True
Reseda alba,Reseda alba,Plantae,3040254,32,True
Reseda lutea,Reseda lutea,Plantae,3040252,1844,False
Reseda luteola,Reseda luteola,Plantae,3040251,1216,False
Rhus typhina,Rhus typhina,Plantae,3190538,639,True
Ribes aureum,Ribes aureum,Plantae,2986111,25,False
Ribes rubrum,Ribes rubrum,Plantae,2986097,4674,False
Ribes uva-crispa,Ribes uva-crispa,Plantae,2986185,1206,False
Rosa arvensis,Rosa arvensis,Plantae,3007054,498,False
Rosa canina,Rosa canina,Plantae,3002461,3521,False
Rosa rubiginosa,Rosa rubiginosa,Plantae,8174785,764,False
Rosa rugosa,Rosa rugosa,Plantae,3003979,948,True
Rosa spinosissima,Rosa spinosissima,Plantae,3002333,187,False
Rubus armeniacus,Rubus armeniacus,Plantae,2996525,212,True
Rubus caesius,Rubus caesius,Plantae,2995209,2949,False
Rubus idaeus,Rubus idaeus,Plantae,2993094,1919,False
Rubus odoratus,Rubus odoratus,Plantae,2994912,13,True
Rubus plicatus,Rubus plicatus,Plantae,2990412,2735,False
Rubus spectabilis,Rubus spectabilis,Plantae,2993761,19,True
Rubus ulmifolius,Rubus ulmifolius,Plantae,2996929,164,False
Rudbeckia hirta,Rudbeckia hirta,Plantae,3114225,85,True
Rumex longifolius,Rumex longifolius,Plantae,2888946,8,True
Rumex obtusifolius,Rumex obtusifolius,Plantae,2889011,8136,False
Ruta graveolens,Ruta graveolens,Plantae,3190382,50,True
Salix aurita,Salix aurita,Plantae,5372876,1158,False
Salix cinerea,Salix cinerea,Plantae,5372605,2883,False
Salix fragilis,Salix fragilis,Plantae,5372829,1514,False
Salix pentandra,Salix pentandra,Plantae,5372647,78,True
Salix repens,Salix repens,Plantae,9148812,1069,False
Salvia nemorosa,Salvia nemorosa,Plantae,2927028,57,True
Salvia officinalis,Salvia officinalis,Plantae,2927004,35,True
Salvia pratensis,Salvia pratensis,Plantae,2927007,166,False
Sambucus canadensis,Sambucus canadensis,Plantae,6369819,34,True
Saururus cernuus,Saururus cernuus,Plantae,5384932,9,True
Scilla siberica,Scilla siberica,Plantae,8080743,39,True
Scorzoneroides autumnalis,Scorzoneroides autumnalis,Plantae,3133512,3530,False
Sedum acre,Sedum acre,Plantae,5362007,2598,False
Senecio inaequidens,Senecio inaequidens,Plantae,3109086,6344,True
Senecio jacobaea,Senecio jacobaea,Plantae,8965572,17,False
Senecio squalidus,Senecio squalidus,Plantae,3109117,16,True
Senecio vulgaris,Senecio vulgaris,Plantae,3108983,6474,False
Sesbania herbacea,Sesbania herbacea,Plantae,2970585,7,False
Sherardia arvensis,Sherardia arvensis,Plantae,5339050,915,False
Sinapis arvensis,Sinapis arvensis,Plantae,3047598,3796,False
Sisymbrium altissimum,Sisymbrium altissimum,Plantae,3046736,566,True
Sisymbrium irio,Sisymbrium irio,Plantae,3046851,15,True
Sisymbrium loeselii,Sisymbrium loeselii,Plantae,3046875,59,True
Sisymbrium orientale,Sisymbrium orientale,Plantae,3046812,145,True
Smyrnium olusatrum,Smyrnium olusatrum,Plantae,3034782,6,False
Solanum americanum,Solanum americanum,Plantae,2930222,9,False
Solanum lycopersicum,Solanum lycopersicum,Plantae,2930137,785,True
Solanum tuberosum,Solanum tuberosum,Plantae,2930262,246,True
Solidago gigantea,Solidago gigantea,Plantae,5389017,2828,True
Solidago virgaurea,Solidago virgaurea,Plantae,6446462,1031,False
Sonchus arvensis,Sonchus arvensis,Plantae,3105813,3331,False
Sonchus asper,Sonchus asper,Plantae,3105782,6147,False
Spiraea alba,Spiraea alba,Plantae,3026585,44,True
Stachys arvensis,Stachys arvensis,Plantae,2927229,320,False
Stachys byzantina,Stachys byzantina,Plantae,2927230,79,True
Stachys sylvatica,Stachys sylvatica,Plantae,2927282,4853,False
Succisa pratensis,Succisa pratensis,Plantae,2888811,1698,False
Symphoricarpos albus,Symphoricarpos albus,Plantae,7523753,1956,True
Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Plantae,9202318,232,True
Symphyotrichum novi-belgii,Symphyotrichum novi-belgii,Plantae,3151558,135,True
Symphytum officinale,Symphytum officinale,Plantae,7558421,6851,False
Symphytum uplandicum,Symphytum uplandicum,Plantae,2926068,62,False
Tagetes erecta,Tagetes erecta,Plantae,3088488,25,True
Tanacetum vulgare,Tanacetum vulgare,Plantae,3118274,7715,False
Taraxacum officinale,Taraxacum officinale,Plantae,5394163,5383,False
Teucrium chamaedrys,Teucrium chamaedrys,Plantae,6411747,10,False
Thymus pulegioides,Thymus pulegioides,Plantae,5341443,552,False
Thymus serpyllum,Thymus serpyllum,Plantae,6409622,35,False
Thymus vulgaris,Thymus vulgaris,Plantae,5341442,54,True
Tilia cordata,Tilia cordata,Plantae,3152047,457,False
Tragopogon dubius,Tragopogon dubius,Plantae,6443709,250,True
Trifolium arvense,Trifolium arvense,Plantae,5359246,2574,False
Trifolium dubium,Trifolium dubium,Plantae,5359429,5647,False
Trifolium fragiferum,Trifolium fragiferum,Plantae,5358935,709,False
Trifolium hybridum,Trifolium hybridum,Plantae,6109535,1761,False
Trifolium incarnatum,Trifolium incarnatum,Plantae,5359378,320,True
Trifolium medium,Trifolium medium,Plantae,5358812,67,False
Tripleurospermum inodorum,Tripleurospermum inodorum,Plantae,3104179,2502,False
Tripolium pannonicum,Tripolium pannonicum,Plantae,3098616,716,False
Tropaeolum majus,Tropaeolum majus,Plantae,2889934,145,True
Tussilago farfara,Tussilago farfara,Plantae,3149879,5711,False
Typha latifolia,Typha latifolia,Plantae,5289423,5461,False
Ulex europaeus,Ulex europaeus,Plantae,2951984,1374,False
Urtica urens,Urtica urens,Plantae,5361815,2928,False
Vaccinium corymbosum,Vaccinium corymbosum,Plantae,2882849,37,True
Vaccinium myrtillus,Vaccinium myrtillus,Plantae,2882833,2579,False
Vaccinium uliginosum,Vaccinium uliginosum,Plantae,8073364,11,False
Vaccinium vitis-idaea,Vaccinium vitis-idaea,Plantae,2882835,234,False
Valeriana officinalis,Valeriana officinalis,Plantae,2888763,3687,False
Verbena bonariensis,Verbena bonariensis,Plantae,2925514,643,True
Verbesina alternifolia,Verbesina alternifolia,Plantae,3147815,6,True
Veronica persica,Veronica persica,Plantae,3172077,5586,True
Viburnum lantana,Viburnum lantana,Plantae,2888615,231,False
Viburnum opulus,Viburnum opulus,Plantae,2888605,4230,False
Viburnum tinus,Viburnum tinus,Plantae,2888585,43,True
Vicia faba,Vicia faba,Plantae,2974832,59,True
Vicia sativa,Vicia sativa,Plantae,2975014,6188,False
Vicia villosa,Vicia villosa,Plantae,9182154,941,False
Vinca minor,Vinca minor,Plantae,3169707,2151,False
Zantedeschia aethiopica,Zantedeschia aethiopica,Plantae,2868827,8,True
Zinnia elegans,Zinnia elegans,Plantae,3111754,9,False
Acer campestre,Acer campestre,Plantae,3189863,2891,False
Acer pseudoplatanus,Acer pseudoplatanus,Plantae,3189870,6125,False
Fraxinus excelsior,Fraxinus excelsior,Plantae,3172358,6416,False
Prunus padus,Prunus padus,Plantae,3021037,2313,False
Sorbus aucuparia,Sorbus aucuparia,Plantae,3012167,6329,False
Arytaina genistae,Arytaina genistae,Animalia,2014262,29,False
Cicadella viridis,Cicadella viridis,Animalia,6260393,1309,False
Cloeon simile,Cloeon simile,Animalia,4481169,10,False
Heterocordylus tibialis,Heterocordylus tibialis,Animalia,4488141,25,False
Orthotylus virescens,Orthotylus virescens,Animalia,4488119,6,False
Pyronia tithonus,Pyronia tithonus,Animalia,7622059,11346,False
Sciocoris cursitans,Sciocoris cursitans,Animalia,2079253,26,False
Stictocephala bisonia,Stictocephala bisonia,Animalia,5154481,12,False
Trypoxylon attenuatum,Trypoxylon attenuatum,Animalia,4495039,44,False
Trypoxylon clavicerum,Trypoxylon clavicerum,Animalia,4495051,13,False
Bistorta officinalis,Bistorta officinalis,Plantae,7925535,1121,False
Glycine max,Glycine max,Plantae,5359660,21,True
Hibiscus syriacus,Hibiscus syriacus,Plantae,3152583,89,True
Linum usitatissimum,Linum usitatissimum,Plantae,2873861,860,True
Platanthera chlorantha,Platanthera chlorantha,Plantae,2797913,148,False
Sambucus ebulus,Sambucus ebulus,Plantae,2888722,398,False
Saponaria officinalis,Saponaria officinalis,Plantae,3085360,1351,True
Spinacia oleracea,Spinacia oleracea,Plantae,3083647,23,True
Tripleurospermum maritima,Tripleurospermum maritima,Plantae,3104173,2127,False
Triticum aestivum,Triticum aestivum,Plantae,7795888,376,True
Urtica dioica,Urtica dioica,Plantae,7960979,9844,False
Vicia cracca,Vicia cracca,Plantae,2975287,5781,False
Allium ursinum,Allium ursinum,Plantae,2857601,2074,False
Anacamptis morio,Anacamptis morio,Plantae,2808565,28,False
Anthyllis vulneraria,Anthyllis vulneraria,Plantae,5352367,351,False
Ballota nigra,Ballota nigra,Plantae,2926894,986,False
Cardamine pratensis,Cardamine pratensis,Plantae,7972010,8244,False
Carduus crispus,Carduus crispus,Plantae,3114649,1143,False
Chaerophyllum temulum,Chaerophyllum temulum,Plantae,3034650,3015,False
Cirsium acaule,Cirsium acaule,Plantae,3112799,45,False
Cirsium dissectum,Cirsium dissectum,Plantae,3113784,41,False
Cirsium palustre,Cirsium palustre,Plantae,3113239,6119,False
Clinopodium vulgare,Clinopodium vulgare,Plantae,2926945,461,False
Comarum palustre,Comarum palustre,Plantae,3020532,1582,False
Crepis biennis,Crepis biennis,Plantae,5403531,685,False
Crepis capillaris,Crepis capillaris,Plantae,5403304,6114,False
Crepis vesicaria,Crepis vesicaria,Plantae,5403709,1509,False
Dipsacus pilosus,Dipsacus pilosus,Plantae,4102733,597,False
Euphrasia officinalis,Euphrasia officinalis,Plantae,8106874,24,False
Fallopia convolvulus,Fallopia convolvulus,Plantae,6391461,3297,False
Geum urbanum,Geum urbanum,Plantae,5369652,6006,False
Hypericum androsaemum,Hypericum androsaemum,Plantae,3189525,121,False
Hypericum hirsutum,Hypericum hirsutum,Plantae,7921919,154,False
Hypericum maculatum,Hypericum maculatum,Plantae,6437017,1015,False
Hypericum pulchrum,Hypericum pulchrum,Plantae,3712747,852,False
Jasione montana,Jasione montana,Plantae,8366345,2766,False
Lapsana communis,Lapsana communis,Plantae,3134857,6252,False
Lathyrus pratensis,Lathyrus pratensis,Plantae,5356701,4829,False
Lathyrus sylvestris,Lathyrus sylvestris,Plantae,5356623,759,False
Lotus pedunculatus,Lotus pedunculatus,Plantae,5356854,6155,False
Malva thuringiaca,Malva thuringiaca,Plantae,3940423,19,True
Narcissus pseudonarcissus,Narcissus pseudonarcissus,Plantae,2858244,1029,False
Picris hieracioides,Picris hieracioides,Plantae,3093337,799,False
Potentilla reptans,Potentilla reptans,Plantae,5367273,4008,False
Primula veris,Primula veris,Plantae,8377689,936,False
Prunus cerasifera,Prunus cerasifera,Plantae,3021730,405,True
Ranunculus acris,Ranunculus acris,Plantae,3033363,9132,False
Ranunculus aquatilis,Ranunculus aquatilis,Plantae,3033464,465,False
Ranunculus bulbosus,Ranunculus bulbosus,Plantae,3033329,1780,False
Ranunculus flammula,Ranunculus flammula,Plantae,3033312,3578,False
Ranunculus lingua,Ranunculus lingua,Plantae,8310009,444,False
Ranunculus repens,Ranunculus repens,Plantae,3033339,9065,False
Rhinanthus minor,Rhinanthus minor,Plantae,3172043,1140,False
Rhododendron ponticum,Rhododendron ponticum,Plantae,7327990,871,True
Scrophularia nodosa,Scrophularia nodosa,Plantae,3170886,4314,False
Securigera varia,Securigera varia,Plantae,5350000,307,True
Silene dioica,Silene dioica,Plantae,5384795,5131,False
Silene flos-cuculi,Silene flos-cuculi,Plantae,5384738,5746,False
Silene latifolia,Silene latifolia,Plantae,5384805,3357,False
Solanum dulcamara,Solanum dulcamara,Plantae,2932737,5897,False
Sonchus palustris,Sonchus palustris,Plantae,3105650,330,False
Stellaria holostea,Stellaria holostea,Plantae,5384676,4684,False
Stellaria nemorum,Stellaria nemorum,Plantae,6363434,107,False
Syringa vulgaris,Syringa vulgaris,Plantae,5415039,1350,True
Teucrium scorodonia,Teucrium scorodonia,Plantae,2926901,4342,False
Tragopogon pratensis,Tragopogon pratensis,Plantae,5386897,2573,False
Verbena officinalis,Verbena officinalis,Plantae,2925529,2446,False
Vinca major,Vinca major,Plantae,3169708,677,True
Viola arvensis,Viola arvensis,Plantae,5331235,3612,False
Viola hirta,Viola hirta,Plantae,5664290,61,False
Viola odorata,Viola odorata,Plantae,5331181,2200,False
Viola riviniana,Viola riviniana,Plantae,7296321,2837,False
Viola tricolor,Viola tricolor,Plantae,5331347,1433,False
Anthoxanthum odoratum,Anthoxanthum odoratum,Plantae,2705975,6571,False
Dactylis glomerata,Dactylis glomerata,Plantae,2705308,7590,False
Abies alba,Abies alba,Plantae,2685484,62,True
Galium aparine,Galium aparine,Plantae,2913548,8160,False
Galium mollugo,Galium mollugo,Plantae,9039392,3362,False
Galium palustre,Galium palustre,Plantae,2913130,5067,False
Larix decidua,Larix decidua,Plantae,2686212,442,True
Lysimachia vulgaris,Lysimachia vulgaris,Plantae,3169386,6194,False
Pinus sylvestris,Pinus sylvestris,Plantae,5285637,2593,True
Primula elatior,Primula elatior,Plantae,5414326,4009,False
Pseudotsuga menziesii,Pseudotsuga menziesii,Plantae,2685796,562,True
Taxus baccata,Taxus baccata,Plantae,5284517,1116,False
Cricotopus bicinctus,Cricotopus bicinctus,Animalia,1454181,9,False
Diatoma vulgaris,Diatoma vulgaris,Chromista,6754458,6,False
Eunotia bilunaris,Eunotia bilunaris,Chromista,7736710,11,False
Polypedilum nubeculosum,Polypedilum nubeculosum,Animalia,1456161,7,False
Prodiamesa olivacea,Prodiamesa olivacea,Animalia,1447598,8,False
Caltha palustris,Caltha palustris,Plantae,5371685,4917,False
Matricaria discoidea,Matricaria discoidea,Plantae,3103791,6050,True
Aesculus hippocastanum,Aesculus hippocastanum,Plantae,3189815,1857,True
Galium album,Galium album,Plantae,2913931,11,False
Galium odoratum,Galium odoratum,Plantae,2914642,471,False
Galium saxatile,Galium saxatile,Plantae,2914547,742,False
Galium verum,Galium verum,Plantae,9063248,1192,False
Helianthemum nummularium,Helianthemum nummularium,Plantae,8890062,171,False
Mercurialis perennis,Mercurialis perennis,Plantae,3063016,723,False
Pimpinella saxifraga,Pimpinella saxifraga,Plantae,7622278,1049,False
Torilis japonica,Torilis japonica,Plantae,3034820,2108,False
Tripleurospermum maritimum,Tripleurospermum maritimum,Plantae,3104173,2127,False
Achillea ptarmica,Achillea ptarmica,Plantae,3120333,2807,False
Asperula cynanchica,Asperula cynanchica,Plantae,2917026,85,False
Centaurium erythraea,Centaurium erythraea,Plantae,5414457,2936,False
Clinopodium acinos,Clinopodium acinos,Plantae,2927118,61,False
Cynosurus cristatus,Cynosurus cristatus,Plantae,2704395,3514,False
Dactylorhiza fuchsii,Dactylorhiza fuchsii,Plantae,2810677,1406,False
Dactylorhiza praetermissa,Dactylorhiza praetermissa,Plantae,7631065,825,False
Deschampsia cespitosa,Deschampsia cespitosa,Plantae,8059811,3528,False
Erigeron annuus,Erigeron annuus,Plantae,3117449,1419,True
Linum catharticum,Linum catharticum,Plantae,2873865,338,False
Lycopus europaeus,Lycopus europaeus,Plantae,5341478,6838,False
Nardus stricta,Nardus stricta,Plantae,2702717,926,False
Poa nemoralis,Poa nemoralis,Plantae,2704300,2298,False
Poa trivialis,Poa trivialis,Plantae,8300875,5558,False
Potentilla argentea,Potentilla argentea,Plantae,8011540,507,False
Silene vulgaris,Silene vulgaris,Plantae,9172281,489,False
Tanacetum parthenium,Tanacetum parthenium,Plantae,3118430,1073,True
Veronica officinalis,Veronica officinalis,Plantae,3172049,2504,False
Vicia lutea,Vicia lutea,Plantae,2974753,108,True
Vicia sepium,Vicia sepium,Plantae,2974786,2291,False
Rumex sanguineus,Rumex sanguineus,Plantae,2888960,1502,False
Sinapis alba,Sinapis alba,Plantae,3047621,435,True
Veronica beccabunga,Veronica beccabunga,Plantae,3172062,2700,False
Veronica spicata,Veronica spicata,Plantae,3172059,20,True
Aethusa cynapium,Aethusa cynapium,Plantae,5371825,2377,False
Agrimonia eupatoria,Agrimonia eupatoria,Plantae,3001956,2137,False
Agrostemma githago,Agrostemma githago,Plantae,3085368,229,False
Alisma plantago-aquatica,Alisma plantago-aquatica,Plantae,2865100,4020,False
Aster ageratoides,Aster ageratoides,Plantae,5387639,6,True
Butomus umbellatus,Butomus umbellatus,Plantae,2864467,820,False
Calluna_vulgaris,Calluna_vulgaris,Plantae,2882482,4592,False
Calystegia silvatica,Calystegia silvatica,Plantae,2928446,25,False
Chelidonium majus,Chelidonium majus,Plantae,5334186,5844,False
Circaea lutetiana,Circaea lutetiana,Plantae,3188794,3310,False
Crepis paludosa,Crepis paludosa,Plantae,5403296,435,False
Dianthus carthusianorum,Dianthus carthusianorum,Plantae,8400876,21,False
Diplotaxis tenuifolia,Diplotaxis tenuifolia,Plantae,5376426,1519,False
Euonymus alatus,Euonymus alatus,Plantae,3169120,7,True
Glebionis segetum,Glebionis segetum,Plantae,3141101,854,False
Houttuynia cordata,Houttuynia cordata,Plantae,5384931,13,True
Impatiens parviflora,Impatiens parviflora,Plantae,2891782,1301,True
Kerria japonica,Kerria japonica,Plantae,5371450,155,True
Myosoton aquaticum,Myosoton aquaticum,Plantae,3085313,2810,False
Myrica gale,Myrica gale,Plantae,5414202,1305,False
Philadelphus coronarius,Philadelphus coronarius,Plantae,2986045,42,True
Pimpinella major,Pimpinella major,Plantae,5371874,2210,False
Polygonum aviculare,Polygonum aviculare,Plantae,7821030,6357,False
Scabiosa columbaria,Scabiosa columbaria,Plantae,2888802,96,False
Scrophularia auriculata,Scrophularia auriculata,Plantae,3170875,2054,False
Sisymbrium officinale,Sisymbrium officinale,Plantae,3046890,5285,False
Stachys palustris,Stachys palustris,Plantae,2927245,3220,False
Symphyotrichum salignum,Symphyotrichum salignum,Plantae,3151811,6,True
Coreopsis lanceolata,Coreopsis lanceolata,Plantae,3133938,25,True
Equisetum telmateia,Equisetum telmateia,Plantae,2687943,1683,False
Euonymus fortunei,Euonymus fortunei,Plantae,3169137,85,False
Leucanthemum maximum,Leucanthemum maximum,Plantae,5401002,14,False
Myosotis arvensis,Myosotis arvensis,Plantae,5341170,3457,False
Myosotis scorpioides,Myosotis scorpioides,Plantae,5341184,3008,False
Pastinaca sativa,Pastinaca sativa,Plantae,8262702,2163,False
Arctotheca calendula,Arctotheca calendula,Plantae,3114986,10,True
Aubrieta deltoidea,Aubrieta deltoidea,Plantae,3054117,21,True
Crithmum maritimum,Crithmum maritimum,Plantae,3632234,123,False
Physocarpus opulifolius,Physocarpus opulifolius,Plantae,2988354,28,True
Pilosella aurantiaca,Pilosella aurantiaca,Plantae,3122924,1985,True
Verbascum blattaria,Verbascum blattaria,Plantae,3171943,289,False
Mentha longifolia,Mentha longifolia,Plantae,2927177,8,False
Platanus orientalis,Platanus orientalis,Plantae,3152816,16,True
Berteroa incana,Berteroa incana,Plantae,3053522,901,True
Armoracia rusticana,Armoracia rusticana,Plantae,3041022,483,True
Artemisia absinthium,Artemisia absinthium,Plantae,3121319,236,False
Athyrium filix-femina,Athyrium filix-femina,Plantae,5275044,3575,False
Atriplex littoralis,Atriplex littoralis,Plantae,3083696,181,False
Dianthus caryophyllus,Dianthus caryophyllus,Plantae,3085420,9,True
Anethum graveolens,Anethum graveolens,Plantae,3034646,85,True
Juncus maritimus,Juncus maritimus,Plantae,2701869,79,False
Sympetrum fonscolombii,Sympetrum fonscolombii,Animalia,1428264,27,False
Carpinus betulus,Carpinus betulus,Plantae,2875818,3205,False
Lamium maculatum,Lamium maculatum,Plantae,2926684,444,False
Plantago major,Plantago major,Plantae,3189767,7688,False
Anoecia corni,Anoecia corni,Animalia,2076087,49,False
Centromerus serratus,Centromerus serratus,Animalia,2138614,11,False
Ceratinella brevis,Ceratinella brevis,Animalia,2138341,367,False
Cicadula quadrinotata,Cicadula quadrinotata,Animalia,6096828,13,False
Dalopius marginatus,Dalopius marginatus,Animalia,4428376,9,False
Dicymbium nigrum,Dicymbium nigrum,Animalia,2137898,517,False
Diplocephalus picinus,Diplocephalus picinus,Animalia,2137822,503,False
Diplostyla concolor,Diplostyla concolor,Animalia,2134314,739,False
Erigonella hiemalis,Erigonella hiemalis,Animalia,2137539,51,False
Euophrys frontalis,Euophrys frontalis,Animalia,5172110,290,False
Geostiba circellaris,Geostiba circellaris,Animalia,1041768,7,False
Habrocerus capillaricornis,Habrocerus capillaricornis,Animalia,4440583,17,False
Hahnia pusilla,Hahnia pusilla,Animalia,5168802,145,False
Micrargus apertus,Micrargus apertus,Animalia,2135272,7,False
Microneta viaria,Microneta viaria,Animalia,2134854,551,False
Monocephalus fuscipes,Monocephalus fuscipes,Animalia,2134187,471,False
Neon reticulatus,Neon reticulatus,Animalia,2171782,78,False
Notiophilus rufipes,Notiophilus rufipes,Animalia,5023058,9,False
Rugilus rufipes,Rugilus rufipes,Animalia,4438752,6,False
Saloca diceros,Saloca diceros,Animalia,2137523,26,False
Tapinocyba insecta,Tapinocyba insecta,Animalia,2135135,94,False
Tenuiphantes tenuis,Tenuiphantes tenuis,Animalia,2135959,1009,False
Trichoniscus pusillus,Trichoniscus pusillus,Animalia,2207872,7,False
Seseli libanotis,Seseli libanotis,Plantae,3034133,8,False
Poa pratensis,Poa pratensis,Plantae,2704178,3638,False
Alnus incana,Alnus incana,Plantae,9148577,1529,True
Bergenia crassifolia,Bergenia crassifolia,Plantae,5567694,22,True
Betula pubescens,Betula pubescens,Plantae,9118014,2751,False
Fagus sylvatica,Fagus sylvatica,Plantae,2882316,3569,False
Picea sitchensis,Picea sitchensis,Plantae,5284827,70,True
Populus balsamifera,Populus balsamifera,Plantae,3040184,479,True
Staphylea pinnata,Staphylea pinnata,Plantae,3686235,23,True
Thuja occidentalis,Thuja occidentalis,Plantae,2684178,30,True
Thuja plicata,Thuja plicata,Plantae,2684171,115,True
Tsuga heterophylla,Tsuga heterophylla,Plantae,2687210,90,True
Brachypodium sylvaticum,Brachypodium sylvaticum,Plantae,5290146,1884,False
Cynodon dactylon,Cynodon dactylon,Plantae,6109637,180,True
Elymus repens,Elymus repens,Plantae,5290299,4817,False
Erysimum cheiri,Erysimum cheiri,Plantae,3048203,273,True
Hesperis matronalis,Hesperis matronalis,Plantae,3042291,550,True
Isatis tinctoria,Isatis tinctoria,Plantae,5374118,50,True
Melica uniflora,Melica uniflora,Plantae,4116392,625,False
Montia fontana,Montia fontana,Plantae,9004024,34,False
Tilia platyphyllos,Tilia platyphyllos,Plantae,3152048,842,False
Aurinia saxatilis,Aurinia saxatilis,Plantae,5377778,26,True
Eurydema oleracea,Eurydema oleracea,Animalia,4485898,981,False
Pyrrhocoris apterus,Pyrrhocoris apterus,Animalia,4486826,3184,False
Sedum album,Sedum album,Plantae,5362008,887,False
Spiraea japonica,Spiraea japonica,Plantae,8170635,56,True
Anthemis arvensis,Anthemis arvensis,Plantae,3102781,130,False
Campanula rapunculus,Campanula rapunculus,Plantae,5411920,2688,False
Carlina vulgaris,Carlina vulgaris,Plantae,3105380,240,False
Colutea arborescens,Colutea arborescens,Plantae,7844167,126,True
Lathyrus nissolia,Lathyrus nissolia,Plantae,5356542,626,False
Linaria repens,Linaria repens,Plantae,5415019,56,False
Medicago falcata,Medicago falcata,Plantae,2965354,330,False
Phyteuma nigrum,Phyteuma nigrum,Plantae,3166917,132,False
