"target_taxon","source_taxon_name","interaction_type","db","query","genus","family","order","class","phylum","kingdom"
"Vespa velutina","Sarcophaga sexpunctata","preyedUponBy","ncbi","Sarcophaga sexpunctata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Blondelia nigripes","eatenBy","ncbi","Blondelia nigripes","Blondelia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hemiptera","eatenBy","ncbi","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Tachinus proximus","eatenBy","ncbi","Tachinus proximus","Tachinus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis tenax","eatenBy","ncbi","Eristalis tenax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia","eatenBy","ncbi","Lucilia","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Orthoptera","eatenBy","ncbi","Orthoptera",NA,NA,"Orthoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pseudomallada prasinus","eatenBy","ncbi","Pseudomallada prasinus","Apertochrysa","Chrysopidae","Neuroptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysomya albiceps","eatenBy","ncbi","Chrysomya albiceps","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga carnaria","eatenBy","ncbi","Sarcophaga carnaria","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis","eatenBy","ncbi","Eristalis","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Muscidae","eatenBy","ncbi","Muscidae",NA,"Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Noctua fimbriata","eatenBy","ncbi","Noctua fimbriata","Noctua","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Larinioides sclopetarius","eatenBy","ncbi","Larinioides sclopetarius","Larinioides","Araneidae","Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphoridae","eatenBy","ncbi","Calliphoridae",NA,"Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga aratrix","eatenBy","ncbi","Sarcophaga aratrix","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Araneus diadematus","eatenBy","ncbi","Araneus diadematus","Araneus","Araneidae","Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia caesar","eatenBy","ncbi","Lucilia caesar","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sphaerophoria","preyedUponBy","ncbi","Sphaerophoria","Sphaerophoria","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Emberiza cirlus","eatenBy","ncbi","Emberiza cirlus","Emberiza","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Vespa velutina","Dasyphora albofasciata","eatenBy","ncbi","Dasyphora albofasciata","Dasyphora","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia sericata","eatenBy","ncbi","Lucilia sericata","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Araneidae","eatenBy","ncbi","Araneidae",NA,"Araneidae","Araneae","Arachnida","Arthropoda","Metazoa"
"Vespa velutina","Tipula paludosa","eatenBy","ncbi","Tipula paludosa","Tipula","Tipulidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Tipulidae","eatenBy","ncbi","Tipulidae",NA,"Tipulidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Halictidae","eatenBy","ncbi","Halictidae",NA,"Halictidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis tenax","eatenBy","ncbi","Eristalis tenax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Phaonia subventa","eatenBy","ncbi","Phaonia subventa","Phaonia","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vertebrata","eatenBy","ncbi","Vertebrata",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Eristalis","eatenBy","ncbi","Eristalis","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula germanica","eatenBy","ncbi","Vespula germanica","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Ferdinandea cuprea","eatenBy","ncbi","Ferdinandea cuprea","Ferdinandea","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Syrphidae","eatenBy","ncbi","Syrphidae",NA,"Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Agrotis exclamationis","eatenBy","ncbi","Agrotis exclamationis","Agrotis","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Episyrphus balteatus","preyedUponBy","ncbi","Episyrphus balteatus","Episyrphus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis tenax","eatenBy","ncbi","Eristalis tenax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Cheilosia latifrons","preyedUponBy","ncbi","Cheilosia latifrons","Cheilosia","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis tenax","eatenBy","ncbi","Eristalis tenax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polietes lardarius","eatenBy","ncbi","Polietes lardarius","Polietes","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Melanostoma mellinum","preyedUponBy","ncbi","Melanostoma mellinum","Melanostoma","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga variegata","eatenBy","ncbi","Sarcophaga variegata","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Polyommatus icarus","eatenBy","ncbi","Polyommatus icarus","Polyommatus","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Melanostoma mellinum","preyedUponBy","ncbi","Melanostoma mellinum","Melanostoma","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Tipulidae","eatenBy","ncbi","Tipulidae",NA,"Tipulidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Calliphoridae","eatenBy","ncbi","Calliphoridae",NA,"Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hymenoptera","eatenBy","ncbi","Hymenoptera",NA,NA,"Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hemiptera","eatenBy","ncbi","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hemiptera","eatenBy","ncbi","Hemiptera",NA,NA,"Hemiptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysomya albiceps","eatenBy","ncbi","Chrysomya albiceps","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula vulgaris","eatenBy","ncbi","Vespula vulgaris","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespidae","eatenBy","ncbi","Vespidae",NA,"Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chrysomya albiceps","eatenBy","ncbi","Chrysomya albiceps","Chrysomya","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pollenia rudis","eatenBy","ncbi","Pollenia rudis","Pollenia","Polleniidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Sarcophaga carnaria","eatenBy","ncbi","Sarcophaga carnaria","Sarcophaga","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Helophilus trivittatus","preyedUponBy","ncbi","Helophilus trivittatus","Helophilus","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Diptera","eatenBy","ncbi","Diptera",NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia caesar","eatenBy","ncbi","Lucilia caesar","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Lucilia caesar","eatenBy","ncbi","Lucilia caesar","Lucilia","Calliphoridae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Eristalis pertinax","eatenBy","ncbi","Eristalis pertinax","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vespula","eatenBy","ncbi","Vespula","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
