"","scientificName2","speciesKey","scientificName","rank","taxonomicStatus","kingdom","includes","ALIEN"
"3832","Kirkegaardia dorsobranchialis",9088686,"Kirkegaardia dorsobranchialis (Kirkegaard, 1959)","SPECIES","ACCEPTED","Animalia","5198745: Monticellina dorsobranchialis (Kirkegaard, 1959)",FALSE
"3833","Kisanthobia ariasi",4431495,"Kisanthobia ariasi (Robert, 1858)","SPECIES","ACCEPTED","Animalia","4431495: Kisanthobia ariasi (Robert, 1858)",FALSE
"3834","Klasea cardunculus",3091247,"Klasea cardunculus (Pall.) Holub","SPECIES","ACCEPTED","Plantae","5388817: Serratula nitida Fisch. ex Spreng.",FALSE
"3835","Klasea radiata",3091227,"Klasea radiata (Waldst. & Kit.) Á.Löve & D.Löve","SPECIES","ACCEPTED","Plantae","3091227: Klasea radiata (Waldst. & Kit.) Á.Löve & D.Löve | 5386371: Serratula radiata (Waldst. & Kit.) M.Bieb.",FALSE
"3836","Klebsiella pneumoniae",3221874,"Klebsiella pneumoniae (Schroeter, 1886) Trevisan, 1887","SPECIES","ACCEPTED","Bacteria","7234532: Klebsiella pneumoniae subsp. pneumoniae",FALSE
"3837","Kleidocerys resedae",2007673,"Kleidocerys resedae (Panzer, 1793)","SPECIES","ACCEPTED","Animalia","2007673: Kleidocerys resedae (Panzer, 1793)",FALSE
"3838","Klimeschia transversella",1751194,"Klimeschia transversella (Zeller, 1839)","SPECIES","ACCEPTED","Animalia","10156928: BOLD:AAG2055",FALSE
"3839","Klimeschiopsis kiningerella",1851282,"Klimeschiopsis kiningerella (Duponchel, 1843)","SPECIES","ACCEPTED","Animalia","1851282: Klimeschiopsis kiningerella (Duponchel, 1843) | 10323798: BOLD:AAF3126",FALSE
"3840","Knautia arvensis",2888808,"Knautia arvensis (L.) Coult.","SPECIES","ACCEPTED","Plantae","2888808: Knautia arvensis (L.) Coult.",FALSE
"3841","Knautia dipsacifolia",7301056,"Knautia dipsacifolia (Host) Kreutzer","SPECIES","ACCEPTED","Plantae","7301056: Knautia dipsacifolia (Host) Kreutzer",FALSE
"3842","Knautia longifolia",8154323,"Knautia longifolia (Waldst. & Kit.) Koch","SPECIES","ACCEPTED","Plantae","8154323: Knautia longifolia (Waldst. & Kit.) Koch",FALSE
"3843","Knautia macedonica",4102952,"Knautia macedonica Griseb.","SPECIES","ACCEPTED","Plantae","4102952: Knautia macedonica Griseb.",FALSE
"3844","Kneiffiella cineracea",5237558,"Kneiffiella cineracea (Bourdot & Galzin) Jülich & Stalpers","SPECIES","ACCEPTED","Fungi","5237558: Kneiffiella cineracea (Bourdot & Galzin) Jülich & Stalpers",FALSE
"3845","Knipowitschia caucasica",2375688,"Knipowitschia caucasica (Berg, 1916)","SPECIES","ACCEPTED","Animalia","2375688: Knipowitschia caucasica (Berg, 1916) | 2375690: Pomatoschistus caucasicus Berg, 1916",FALSE
"3846","Koeleria brevis",4138673,"Koeleria brevis Steven","SPECIES","ACCEPTED","Plantae","4138673: Koeleria brevis Steven",FALSE
"3847","Koeleria macrantha",2705914,"Koeleria macrantha (Ledeb.) Schult.","SPECIES","ACCEPTED","Plantae","2705914: Koeleria macrantha (Ledeb.) Schult.",FALSE
"3848","Koelreuteria paniculata",5421180,"Koelreuteria paniculata Laxm.","SPECIES","ACCEPTED","Plantae","5421180: Koelreuteria paniculata Laxm.",TRUE
"3849","Kretzschmaria deusta",2577023,"Kretzschmaria deusta (Hoffm.) P.M.D.Martin","SPECIES","ACCEPTED","Fungi","2577023: Kretzschmaria deusta (Hoffm.) P.M.D.Martin",FALSE
"3850","Kryptonesticus georgescuae",9997149,"Kryptonesticus georgescuae Nae, Sarbu & Weiss, 2018","SPECIES","ACCEPTED","Animalia","9997149: Kryptonesticus georgescuae Nae, Sarbu & Weiss, 2018",FALSE
"3851","Kuehneromyces mutabilis",2533962,"Kuehneromyces mutabilis (Schaeff.) Singer & A.H.Sm.","SPECIES","ACCEPTED","Fungi","2533962: Kuehneromyces mutabilis (Schaeff.) Singer & A.H.Sm.",FALSE
"3852","Kurtia argillacea",7408233,"Kurtia argillacea (Bres.) Karasinski","SPECIES","ACCEPTED","Fungi","7408233: Kurtia argillacea (Bres.) Karasinski",FALSE
"3853","Kurzia pauciflora",5710130,"Kurzia pauciflora (Dicks.) Grolle","SPECIES","ACCEPTED","Plantae","5710130: Kurzia pauciflora (Dicks.) Grolle",FALSE
"3854","Labidostomis longimana",4461942,"Labidostomis longimana (Linnaeus, 1761)","SPECIES","ACCEPTED","Animalia","4461942: Labidostomis longimana (Linnaeus, 1761)",FALSE
"3855","Labidura riparia",1419912,"Labidura riparia (Pallas, 1773)","SPECIES","ACCEPTED","Animalia","1419912: Labidura riparia (Pallas, 1773)",FALSE
"3856","Laburnum anagyroides",5356345,"Laburnum anagyroides Medik.","SPECIES","ACCEPTED","Plantae","5356345: Laburnum anagyroides Medik.",FALSE
"3857","Lacanobia oleracea",1759083,"Lacanobia oleracea (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1759083: Lacanobia oleracea (Linnaeus, 1758)",FALSE
"3858","Lacanobia suasa",4533952,"Lacanobia suasa (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","4533952: Lacanobia suasa (Denis & Schiffermüller, 1775)",FALSE
"3859","Lacanobia thalassina",1759069,"Lacanobia thalassina (Hufnagel, 1766)","SPECIES","ACCEPTED","Animalia","1759069: Lacanobia thalassina (Hufnagel, 1766)",FALSE
"3860","Lacanobia w-latinum",4533954,"Lacanobia w-latinum (Hufnagel, 1766)","SPECIES","ACCEPTED","Animalia","4533954: Lacanobia w-latinum (Hufnagel, 1766)",FALSE
"3861","Laccaria amethystina",2530983,"Laccaria amethystina Cooke","SPECIES","ACCEPTED","Fungi","2530983: Laccaria amethystina Cooke",FALSE
"3862","Laccaria laccata",2530926,"Laccaria laccata (Scop.) Cooke","SPECIES","ACCEPTED","Fungi","2530926: Laccaria laccata (Scop.) Cooke",FALSE
"3863","Laccophilus poecilus",4469788,"Laccophilus poecilus Klug, 1834","SPECIES","ACCEPTED","Animalia","4469788: Laccophilus poecilus Klug, 1834",FALSE
"3864","Lacerta agilis",6159223,"Lacerta agilis Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","6159223: Lacerta agilis Linnaeus, 1758 | 6159227: Lacerta agilis chersonensis Andrzejowski, 1832 | 6159229: Lacerta agilis argus (Laurenti, 1768)",FALSE
"3865","Lacerta diplochondrodes",11189228,"Lacerta diplochondrodes Wettstein, 1952","SPECIES","ACCEPTED","Animalia","6159205: Lacerta trilineata dobrogica Fuhn & Mertens, 1959 | 11189228: Lacerta diplochondrodes Wettstein, 1952 | 11201795: Lacerta diplochondrodes dobrogica Fuhn & Mertens, 1959",FALSE
"3866","Lacerta trilineata",6159197,"Lacerta trilineata Bedriaga, 1886","SPECIES","ACCEPTED","Animalia","6159197: Lacerta trilineata Bedriaga, 1886",FALSE
"3867","Lacerta viridis",6159273,"Lacerta viridis (Laurenti, 1768)","SPECIES","ACCEPTED","Animalia","6159273: Lacerta viridis (Laurenti, 1768) | 7190778: Lacerta viridis viridis",FALSE
"3868","Lachnaia sexpunctata",4461887,"Lachnaia sexpunctata (Scopoli, 1763)","SPECIES","ACCEPTED","Animalia","4461887: Lachnaia sexpunctata (Scopoli, 1763)",FALSE
"3869","Lachnus tatakaensis",2073986,"Lachnus tatakaensis Takahashi, 1937","SPECIES","ACCEPTED","Animalia","2073744: Tuberolachnus salignus (J.F.Gmelin, 1790)",FALSE
"3870","Laciniaria exalta",8798700,"Laciniaria exalta (Westerlund, 1878)","SPECIES","ACCEPTED","Animalia","8798700: Laciniaria exalta (Westerlund, 1878)",FALSE
"3871","Laciniaria plicata",8023928,"Laciniaria plicata (Draparnaud, 1801)","SPECIES","ACCEPTED","Animalia","8023928: Laciniaria plicata (Draparnaud, 1801)",FALSE
"3872","Lacrymaria lacrymabunda",5242798,"Lacrymaria lacrymabunda (Bull.) Pat.","SPECIES","ACCEPTED","Fungi","5242798: Lacrymaria lacrymabunda (Bull.) Pat.",FALSE
"3873","Lactarius deliciosus",5248629,"Lactarius deliciosus (L.) Gray","SPECIES","ACCEPTED","Fungi","5248629: Lactarius deliciosus (L.) Gray",FALSE
"3874","Lactarius pallidus",5248676,"Lactarius pallidus Pers.","SPECIES","ACCEPTED","Fungi","5248676: Lactarius pallidus Pers.",FALSE
"3875","Lactarius pergamenus",9538959,"Lactarius pergamenus (Sw.) Fr.","SPECIES","ACCEPTED","Fungi","9538959: Lactarius pergamenus (Sw.) Fr.",FALSE
"3876","Lactarius piperatus",5248810,"Lactarius piperatus (L.) Pers.","SPECIES","ACCEPTED","Fungi","2551162: Lactifluus piperatus (L.) Kuntze",FALSE
"3877","Lactarius pterosporus",5248640,"Lactarius pterosporus Romagn.","SPECIES","ACCEPTED","Fungi","5248640: Lactarius pterosporus Romagn.",FALSE
"3878","Lactarius salmonicolor",5248788,"Lactarius salmonicolor R.Heim & Leclair","SPECIES","ACCEPTED","Fungi","5248788: Lactarius salmonicolor R.Heim & Leclair",FALSE
"3879","Lactarius volemus",5248803,"Lactarius volemus (Fr.) Fr.","SPECIES","ACCEPTED","Fungi","2551150: Lactifluus volemus (Fr.) Kuntze",FALSE
"3880","Lactarius zonarius",5248643,"Lactarius zonarius (Bull.) Fr.","SPECIES","ACCEPTED","Fungi","5248643: Lactarius zonarius (Bull.) Fr.",FALSE
"3881","Lactuca hispida",3140556,"Lactuca hispida DC.","SPECIES","ACCEPTED","Plantae","3140562: Cephalorrhynchus glandulosus Boiss.",FALSE
"3882","Lactuca muralis",3140320,"Lactuca muralis (L.) Gaertn.","SPECIES","ACCEPTED","Plantae","3140320: Lactuca muralis (L.) Gaertn. | 7989738: Lactuca muralis (L.) Fresen.",FALSE
"3883","Lactuca perennis",3140574,"Lactuca perennis L.","SPECIES","ACCEPTED","Plantae","3140574: Lactuca perennis L.",FALSE
"3884","Lactuca saligna",3140467,"Lactuca saligna L.","SPECIES","ACCEPTED","Plantae","3140467: Lactuca saligna L.",FALSE
"3885","Lactuca sativa",7403263,"Lactuca sativa L.","SPECIES","ACCEPTED","Plantae","7403263: Lactuca sativa L.",TRUE
"3886","Lactuca serriola",3140490,"Lactuca serriola L.","SPECIES","ACCEPTED","Plantae","3140490: Lactuca serriola L. | 3140497: Lactuca scariola L.",FALSE
"3887","Lactuca tatarica",9123250,"Lactuca tatarica (L.) C.A.Mey.","SPECIES","ACCEPTED","Plantae","3140464: Mulgedium sonchifolium Vis. & Pancic | 9123250: Lactuca tatarica (L.) C.A.Mey.",FALSE
"3888","Laelia coenosa",9781482,"Laelia coenosa (Hübner, 1808)","SPECIES","ACCEPTED","Animalia","9781482: Laelia coenosa (Hübner, 1808)",FALSE
"3889","Laetiporus sulphureus",9072021,"Laetiporus sulphureus (Bull.) Murrill","SPECIES","ACCEPTED","Fungi","9072021: Laetiporus sulphureus (Bull.) Murrill",FALSE
"3890","Lagria hirta",4454813,"Lagria hirta (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4454813: Lagria hirta (Linnaeus, 1758)",FALSE
"3891","Lamia textor",6267761,"Lamia textor (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","6267761: Lamia textor (Linnaeus, 1758)",FALSE
"3892","Lamium album",2926683,"Lamium album L.","SPECIES","ACCEPTED","Plantae","2926683: Lamium album L.",FALSE
"3893","Lamium amplexicaule",2926679,"Lamium amplexicaule L.","SPECIES","ACCEPTED","Plantae","2926679: Lamium amplexicaule L.",FALSE
"3894","Lamium galeobdolon",2927324,"Lamium galeobdolon (L.) L.","SPECIES","ACCEPTED","Plantae","2927323: Lamiastrum galeobdolon (L.) Ehrend. & Polatschek | 2927324: Lamium galeobdolon (L.) L. | 7308052: Lamium galeobdolon subsp. galeobdolon | 7437969: Lamium galeobdolon (L.) Crantz",FALSE
"3895","Lamium garganicum",7308042,"Lamium garganicum L.","SPECIES","ACCEPTED","Plantae","3893787: Lamium bithynicum Benth.",FALSE
"3896","Lamium maculatum",2926684,"Lamium maculatum (L.) L.","SPECIES","ACCEPTED","Plantae","2926684: Lamium maculatum (L.) L. | 3893614: Lamium cupreum Schott",FALSE
"3897","Lamium orvala",3892732,"Lamium orvala L.","SPECIES","ACCEPTED","Plantae","3892732: Lamium orvala L.",FALSE
"3898","Lamium purpureum",2926682,"Lamium purpureum L.","SPECIES","ACCEPTED","Plantae","2926682: Lamium purpureum L.",FALSE
"3899","Lampanyctus crocodilus",2405972,"Lampanyctus crocodilus (Risso, 1810)","SPECIES","ACCEPTED","Animalia","2405972: Lampanyctus crocodilus (Risso, 1810)",FALSE
"3900","Lampanyctus intricarius",2405640,"Lampanyctus intricarius Tåning, 1928","SPECIES","ACCEPTED","Animalia","2405640: Lampanyctus intricarius Tåning, 1928",FALSE
"3901","Lampanyctus pusillus",2405805,"Lampanyctus pusillus (Johnson, 1890)","SPECIES","ACCEPTED","Animalia","2405805: Lampanyctus pusillus (Johnson, 1890)",FALSE
"3902","Lampides boeticus",1924713,"Lampides boeticus (Linnaeus, 1767)","SPECIES","ACCEPTED","Animalia","1924713: Lampides boeticus (Linnaeus, 1767) | 10086019: BOLD:AAA3848",FALSE
"3903","Lamprodila festiva",9610798,"Lamprodila festiva (Linnaeus, 1767)","SPECIES","ACCEPTED","Animalia","9610798: Lamprodila festiva (Linnaeus, 1767)",FALSE
"3904","Lampronia rupella",4522815,"Lampronia rupella (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","4522815: Lampronia rupella (Denis & Schiffermüller, 1775)",FALSE
"3905","Lampyris noctiluca",5744295,"Lampyris noctiluca (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5744295: Lampyris noctiluca (Linnaeus, 1758)",FALSE
"3906","Lanius collurio",7745240,"Lanius collurio Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","7745240: Lanius collurio Linnaeus, 1758 | 8929724: Lanius collurio collurio",FALSE
"3907","Lanius excubitor",9444556,"Lanius excubitor Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","9180219: Lanius excubitor excubitor | 9444556: Lanius excubitor Linnaeus, 1758",FALSE
"3908","Lanius minor",2492854,"Lanius minor Gmelin, 1788","SPECIES","ACCEPTED","Animalia","2492854: Lanius minor Gmelin, 1788",FALSE
"3909","Lanius nubicus",2492855,"Lanius nubicus Lichtenstein, 1823","SPECIES","ACCEPTED","Animalia","2492855: Lanius nubicus Lichtenstein, 1823",FALSE
"3910","Lanius senator",2492867,"Lanius senator Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2492867: Lanius senator Linnaeus, 1758 | 7341461: Lanius senator senator",FALSE
"3911","Laothoe populi",5124007,"Laothoe populi (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5124007: Laothoe populi (Linnaeus, 1758)",FALSE
"3912","Laphria aurea",1660725,"Laphria aurea (Fabricius, 1794)","SPECIES","ACCEPTED","Animalia","1660725: Laphria aurea (Fabricius, 1794)",FALSE
"3913","Laphria ephippium",1660545,"Laphria ephippium (Fabricius, 1777)","SPECIES","ACCEPTED","Animalia","1660545: Laphria ephippium (Fabricius, 1777)",FALSE
"3914","Laphria flava",1660674,"Laphria flava (Linnaeus, 1761)","SPECIES","ACCEPTED","Animalia","1660674: Laphria flava (Linnaeus, 1761)",FALSE
"3915","Lappula barbata",7294477,"Lappula barbata (M.Bieb.) Gürke","SPECIES","ACCEPTED","Plantae","7294477: Lappula barbata (M.Bieb.) Gürke",FALSE
"3916","Lappula marginata",2925754,"Lappula marginata (M.Bieb.) Gürke","SPECIES","ACCEPTED","Plantae","2925754: Lappula marginata (M.Bieb.) Gürke",FALSE
"3917","Lappula squarrosa",2925756,"Lappula squarrosa (Retz.) Dumort.","SPECIES","ACCEPTED","Plantae","2925756: Lappula squarrosa (Retz.) Dumort.",FALSE
"3918","Lapsana communis",3134857,"Lapsana communis L.","SPECIES","ACCEPTED","Plantae","3134857: Lapsana communis L.",FALSE
"3919","Larinioides cornutus",2159204,"Larinioides cornutus (Clerck, 1757)","SPECIES","ACCEPTED","Animalia","2159204: Larinioides cornutus (Clerck, 1757)",FALSE
"3920","Larinioides ixobolus",2159206,"Larinioides ixobolus (Thorell, 1873)","SPECIES","ACCEPTED","Animalia","2159206: Larinioides ixobolus (Thorell, 1873)",FALSE
"3921","Larinioides sclopetarius",2159209,"Larinioides sclopetarius (Clerck, 1757)","SPECIES","ACCEPTED","Animalia","2159209: Larinioides sclopetarius (Clerck, 1757)",FALSE
"3922","Larinus carlinae",1183708,"Larinus carlinae (A.G.Olivier, 1807)","SPECIES","ACCEPTED","Animalia","1183708: Larinus carlinae (A.G.Olivier, 1807)",FALSE
"3923","Larinus obtusus",1183688,"Larinus obtusus Gyllenhal, 1835","SPECIES","ACCEPTED","Animalia","1183688: Larinus obtusus Gyllenhal, 1835",FALSE
"3924","Larinus turbinatus",1183747,"Larinus turbinatus Gyllenhal, 1835","SPECIES","ACCEPTED","Animalia","1183747: Larinus turbinatus Gyllenhal, 1835",FALSE
"3925","Larix decidua",2686212,"Larix decidua Mill.","SPECIES","ACCEPTED","Plantae","2686212: Larix decidua Mill. | 2686228: Larix decidua var. carpatica Domin",FALSE
"3926","Larus argentatus",2481139,"Larus argentatus Pontoppidan, 1763","SPECIES","ACCEPTED","Animalia","2481139: Larus argentatus Pontoppidan, 1763",FALSE
"3927","Larus cachinnans",2481181,"Larus cachinnans Pallas, 1811","SPECIES","ACCEPTED","Animalia","2481181: Larus cachinnans Pallas, 1811 | 5846436: Larus cachinnans cachinnans | 9250315: Larus argentatus cachinnans Pallas, 1811",FALSE
"3928","Larus canus",7982160,"Larus canus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","5846446: Larus canus kamtschatschensis Bonaparte, 1857 | 7192412: Larus canus canus | 7982160: Larus canus Linnaeus, 1758",FALSE
"3929","Larus delawarensis",2481134,"Larus delawarensis Ord, 1815","SPECIES","ACCEPTED","Animalia","2481134: Larus delawarensis Ord, 1815",FALSE
"3930","Larus fuscus",2481174,"Larus fuscus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2481174: Larus fuscus Linnaeus, 1758 | 7192415: Larus fuscus fuscus",FALSE
"3931","Larus marinus",2481172,"Larus marinus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2481172: Larus marinus Linnaeus, 1758",FALSE
"3932","Larus michahellis",9413670,"Larus michahellis J.F.Naumann, 1840","SPECIES","ACCEPTED","Animalia","7192414: Larus michahellis michahellis | 9413670: Larus michahellis J.F.Naumann, 1840",FALSE
"3933","Laser trilobum",3630948,"Laser trilobum (L.) Borkh.","SPECIES","ACCEPTED","Plantae","3630948: Laser trilobum (L.) Borkh.",FALSE
"3934","Laserpitium krapfii",3630079,"Laserpitium krapfii Crantz","SPECIES","ACCEPTED","Plantae","3630079: Laserpitium krapfii Crantz",FALSE
"3935","Laserpitium latifolium",6026401,"Laserpitium latifolium L.","SPECIES","ACCEPTED","Plantae","6026401: Laserpitium latifolium L.",FALSE
"3936","Lasiocampa quercus",1734826,"Lasiocampa quercus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1734826: Lasiocampa quercus (Linnaeus, 1758)",FALSE
"3937","Lasiocampa trifolii",1734704,"Lasiocampa trifolii (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","1734704: Lasiocampa trifolii (Denis & Schiffermüller, 1775)",FALSE
"3938","Lasioglossum leucozonium",1353805,"Lasioglossum leucozonium (Schrank, 1781)","SPECIES","ACCEPTED","Animalia","1353805: Lasioglossum leucozonium (Schrank, 1781)",FALSE
"3939","Lasiommata maera",4535636,"Lasiommata maera (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4535636: Lasiommata maera (Linnaeus, 1758) | 10643985: BOLD:AAA8853",FALSE
"3940","Lasiommata megera",4535632,"Lasiommata megera (Linnaeus, 1767)","SPECIES","ACCEPTED","Animalia","4535632: Lasiommata megera (Linnaeus, 1767) | 10435948: BOLD:AAB0123",FALSE
"3941","Lasius brunneus",5035823,"Lasius brunneus (Latreille, 1798)","SPECIES","ACCEPTED","Animalia","5035823: Lasius brunneus (Latreille, 1798)",FALSE
"3942","Lasius emarginatus",5035813,"Lasius emarginatus (Olivier, 1792)","SPECIES","ACCEPTED","Animalia","5035813: Lasius emarginatus (Olivier, 1792)",FALSE
"3943","Lasius flavus",5035857,"Lasius flavus (Fabricius, 1782)","SPECIES","ACCEPTED","Animalia","5035857: Lasius flavus (Fabricius, 1782)",FALSE
"3944","Lasius fuliginosus",5035850,"Lasius fuliginosus (Latreille, 1798)","SPECIES","ACCEPTED","Animalia","5035850: Lasius fuliginosus (Latreille, 1798)",FALSE
"3945","Lasius neglectus",7358948,"Lasius neglectus Van Loon, Boomsma & Andrasfalvy, 1990","SPECIES","ACCEPTED","Animalia","7358948: Lasius neglectus Van Loon, Boomsma & Andrasfalvy, 1990",TRUE
"3946","Laspeyria flexula",1769103,"Laspeyria flexula (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","1769103: Laspeyria flexula (Denis & Schiffermüller, 1775)",FALSE
"3947","Lathagrium cristatum",8621148,"Lathagrium cristatum (L.) Otálora, P.M.Jørg. & Wedin","SPECIES","ACCEPTED","Fungi","7250517: Collema subplicatile",FALSE
"3948","Lathagrium dichotomum",10720205,"Lathagrium dichotomum (With.) Otálora, P.M.Jørg. & Wedin","SPECIES","ACCEPTED","Fungi","2600972: Leptogium cataclystum (Körb.) Harm. | 5260632: Collema dichotomum (With.) Coppins & J.R.Laundon",FALSE
"3949","Lathraea squamaria",3738478,"Lathraea squamaria L.","SPECIES","ACCEPTED","Plantae","3738478: Lathraea squamaria L.",FALSE
"3950","Lathrobium longulum",4438884,"Lathrobium longulum Gravenhorst, 1802","SPECIES","ACCEPTED","Animalia","4438884: Lathrobium longulum Gravenhorst, 1802",FALSE
"3951","Lathyrus aphaca",5356649,"Lathyrus aphaca L.","SPECIES","ACCEPTED","Plantae","5356649: Lathyrus aphaca L.",FALSE
"3952","Lathyrus aureus",8627251,"Lathyrus aureus (G.Lodd. ex Drapiez) D.Brândza","SPECIES","ACCEPTED","Plantae","8627251: Lathyrus aureus (G.Lodd. ex Drapiez) D.Brândza",FALSE
"3953","Lathyrus bauhini",5356666,"Lathyrus bauhini P.A.Genty","SPECIES","ACCEPTED","Plantae","5356666: Lathyrus bauhini P.A.Genty",FALSE
"3954","Lathyrus hallersteinii",5356745,"Lathyrus hallersteinii Baumg.","SPECIES","ACCEPTED","Plantae","5356745: Lathyrus hallersteinii Baumg.",FALSE
"3955","Lathyrus heterophyllus",5356541,"Lathyrus heterophyllus L.","SPECIES","ACCEPTED","Plantae","5356541: Lathyrus heterophyllus L. | 5626897: Lathyrus latifolius subsp. heterophyllus (L.) Asmussen",FALSE
"3956","Lathyrus hirsutus",5356382,"Lathyrus hirsutus L.","SPECIES","ACCEPTED","Plantae","5356382: Lathyrus hirsutus L.",FALSE
"3957","Lathyrus laevigatus",5356505,"Lathyrus laevigatus (Waldst. & Kit.) Gren.","SPECIES","ACCEPTED","Plantae","2962422: Orobus laevigatus Waldst. & Kit. | 3968321: Orobus glaberrimus Schur | 5356505: Lathyrus laevigatus (Waldst. & Kit.) Gren. | 7224572: Lathyrus laevigatus subsp. laevigatus",FALSE
"3958","Lathyrus latifolius",5356517,"Lathyrus latifolius L.","SPECIES","ACCEPTED","Plantae","5356517: Lathyrus latifolius L.",FALSE
"3959","Lathyrus linifolius",5356393,"Lathyrus linifolius (Reichard) Bässler","SPECIES","ACCEPTED","Plantae","5356393: Lathyrus linifolius (Reichard) Bässler",FALSE
"3960","Lathyrus niger",5356662,"Lathyrus niger (L.) Bernh.","SPECIES","ACCEPTED","Plantae","5356662: Lathyrus niger (L.) Bernh.",FALSE
"3961","Lathyrus nissolia",5356542,"Lathyrus nissolia L.","SPECIES","ACCEPTED","Plantae","5356542: Lathyrus nissolia L.",FALSE
"3962","Lathyrus oleraceus",5347846,"Lathyrus oleraceus Lam.","SPECIES","ACCEPTED","Plantae","5347845: Pisum sativum L. | 5347849: Pisum elatius M.Bieb. | 5347855: Pisum arvense L.",FALSE
"3963","Lathyrus pallescens",5356485,"Lathyrus pallescens (M.Bieb.) K.Koch","SPECIES","ACCEPTED","Plantae","2962395: Orobus pallescens M.Bieb. | 5356485: Lathyrus pallescens (M.Bieb.) K.Koch",FALSE
"3964","Lathyrus palustris",5356412,"Lathyrus palustris L.","SPECIES","ACCEPTED","Plantae","5356412: Lathyrus palustris L.",FALSE
"3965","Lathyrus pannonicus",5356631,"Lathyrus pannonicus (Jacq.) Garcke","SPECIES","ACCEPTED","Plantae","5356631: Lathyrus pannonicus (Jacq.) Garcke | 5356641: Lathyrus pannonicus subsp. collinus (Ortmann) Soó",FALSE
"3966","Lathyrus pratensis",5356701,"Lathyrus pratensis L.","SPECIES","ACCEPTED","Plantae","5356701: Lathyrus pratensis L.",FALSE
"3967","Lathyrus sativus",5356488,"Lathyrus sativus L.","SPECIES","ACCEPTED","Plantae","5356488: Lathyrus sativus L.",TRUE
"3968","Lathyrus sphaericus",5356680,"Lathyrus sphaericus Retz.","SPECIES","ACCEPTED","Plantae","5356680: Lathyrus sphaericus Retz.",FALSE
"3969","Lathyrus sylvestris",5356623,"Lathyrus sylvestris L.","SPECIES","ACCEPTED","Plantae","5356623: Lathyrus sylvestris L.",FALSE
"3970","Lathyrus transsylvanicus",5356553,"Lathyrus transsylvanicus (Spreng.) Rchb.f.","SPECIES","ACCEPTED","Plantae","2962476: Orobus transsylvanicus Spreng. | 8329194: Lathyrus transsilvanicus Fritsch.",FALSE
"3971","Lathyrus tuberosus",5356522,"Lathyrus tuberosus L.","SPECIES","ACCEPTED","Plantae","5356522: Lathyrus tuberosus L.",FALSE
"3972","Lathyrus venetus",5356380,"Lathyrus venetus (Mill.) Wohlf.","SPECIES","ACCEPTED","Plantae","5356380: Lathyrus venetus (Mill.) Wohlf.",FALSE
"3973","Lathyrus vernus",5356704,"Lathyrus vernus (L.) Bernh.","SPECIES","ACCEPTED","Plantae","5356704: Lathyrus vernus (L.) Bernh.",FALSE
"3974","Latirus niger",4604190,"Latirus niger Odhner, 1917","SPECIES","ACCEPTED","Animalia","4604190: Latirus niger Odhner, 1917",FALSE
"3975","Latrodectus tredecimguttatus",2157921,"Latrodectus tredecimguttatus (Rossi, 1790)","SPECIES","ACCEPTED","Animalia","2157921: Latrodectus tredecimguttatus (Rossi, 1790)",FALSE
"3976","Laurencia coronopus",2661007,"Laurencia coronopus J.Agardh, 1852","SPECIES","ACCEPTED","Plantae","2661007: Laurencia coronopus J.Agardh, 1852",FALSE
"3977","Lavandula angustifolia",2927305,"Lavandula angustifolia Mill.","SPECIES","ACCEPTED","Plantae","2927305: Lavandula angustifolia Mill.",FALSE
"3978","Lavandula latifolia",2927304,"Lavandula latifolia Medik.","SPECIES","ACCEPTED","Plantae","2927304: Lavandula latifolia Medik.",FALSE
"3979","Lecanora cenisia",2606866,"Lecanora cenisia","SPECIES","ACCEPTED","Fungi","2606866: Lecanora cenisia",FALSE
"3980","Lecanora epanora",2606984,"Lecanora epanora (Ach.) Ach.","SPECIES","ACCEPTED","Fungi","2606984: Lecanora epanora (Ach.) Ach.",FALSE
"3981","Lecanora exspersa",8453365,"Lecanora exspersa Nyl.","SPECIES","ACCEPTED","Fungi","8453365: Lecanora exspersa Nyl.",FALSE
"3982","Lecanora gisleriana",8294451,"Lecanora gisleriana Müll.Arg.","SPECIES","ACCEPTED","Fungi","8294451: Lecanora gisleriana Müll.Arg.",FALSE
"3983","Lecanora musiva",3401495,"Lecanora musiva","SPECIES","ACCEPTED","Fungi","3401495: Lecanora musiva",FALSE
